NO;ULASAN;TANGGAL;LABEL;case_folding;remove_puctuation;tokenize;stemming;stopwords;empty_token
311;Makan enak;2 tahun lalu;0;makan enak;makan enak;['makan', 'enak'];['makan', 'enak'];['makan', 'enak'];makan enak
312;Kalau bisa steaknya gede lagi;3 tahun lalu;1;kalau bisa steaknya gede lagi;kalau bisa steaknya gede lagi;['kalau', 'bisa', 'steaknya', 'gede', 'lagi'];['kalau', 'bisa', 'steaknya', 'gede', 'lagi'];['kalau', '', 'steaknya', 'gede', ''];kalau steaknya gede
313;tempatnya nyaman, makanannya enak dan harganya pun sesuai kantong,.....;3 tahun lalu;0;tempatnya nyaman, makanannya enak dan harganya pun sesuai kantong,.....;tempatnya nyaman  makanannya enak dan harganya pun sesuai kantong      ;['tempatnya', 'nyaman', 'makanannya', 'enak', 'dan', 'harganya', 'pun', 'sesuai', 'kantong'];['tempat', 'nyaman', 'makan', 'enak', 'dan', 'harga', 'pun', 'sesuai', 'kantong'];['tempat', 'nyaman', 'makan', 'enak', '', 'harga', '', 'sesuai', 'kantong'];tempat nyaman makan enak harga sesuai kantong
314;Enak makanannya;2 tahun lalu;0;enak makanannya;enak makanannya;['enak', 'makanannya'];['enak', 'makan'];['enak', 'makan'];enak makan
315;Enak makannya.....;3 tahun lalu;0;enak makannya.....;enak makannya     ;['enak', 'makannya'];['enak', 'makan'];['enak', 'makan'];enak makan
316;Enak steaknya, murah meriah harganya, cepat pelayanannya;;0;enak steaknya, murah meriah harganya, cepat pelayanannya;enak steaknya  murah meriah harganya  cepat pelayanannya;['enak', 'steaknya', 'murah', 'meriah', 'harganya', 'cepat', 'pelayanannya'];['enak', 'steaknya', 'murah', 'riah', 'harga', 'cepat', 'layan'];['enak', 'steaknya', 'murah', 'riah', 'harga', 'cepat', 'layan'];enak steaknya murah riah harga cepat layan
317;Makanannya enak ...;2 tahun lalu;0;makanannya enak ...;makanannya enak    ;['makanannya', 'enak'];['makan', 'enak'];['makan', 'enak'];makan enak
318;Lezat;setahun yang lalu;0;lezat;lezat;['lezat'];['lezat'];['lezat'];lezat
319;enak tetapi kurang nyaman;setahun yang lalu;0;enak tetapi kurang nyaman;enak tetapi kurang nyaman;['enak', 'tetapi', 'kurang', 'nyaman'];['enak', 'tetapi', 'kurang', 'nyaman'];['enak', '', 'kurang', 'nyaman'];enak kurang nyaman
320;Enak. Murah tempat luas;setahun yang lalu;0;enak. murah tempat luas;enak  murah tempat luas;['enak', 'murah', 'tempat', 'luas'];['enak', 'murah', 'tempat', 'luas'];['enak', 'murah', 'tempat', 'luas'];enak murah tempat luas
321;Walaupun rasa biasa...harga luar biasa;3 tahun lalu;1;walaupun rasa biasa...harga luar biasa;walaupun rasa biasa   harga luar biasa;['walaupun', 'rasa', 'biasa', 'harga', 'luar', 'biasa'];['walaupun', 'rasa', 'biasa', 'harga', 'luar', 'biasa'];['walaupun', 'rasa', 'biasa', 'harga', 'luar', 'biasa'];walaupun rasa biasa harga luar biasa
322;Lumayan untuk steaknya;2 tahun lalu;0;lumayan untuk steaknya;lumayan untuk steaknya;['lumayan', 'untuk', 'steaknya'];['lumayan', 'untuk', 'steaknya'];['lumayan', '', 'steaknya'];lumayan steaknya
323;Sangat enak dan murah;setahun yang lalu;0;sangat enak dan murah;sangat enak dan murah;['sangat', 'enak', 'dan', 'murah'];['sangat', 'enak', 'dan', 'murah'];['sangat', 'enak', '', 'murah'];sangat enak murah
324;Enak, murah;2 tahun lalu;0;enak, murah;enak  murah;['enak', 'murah'];['enak', 'murah'];['enak', 'murah'];enak murah
325;Rasa nikmat harga bersahabat;2 tahun lalu;0;rasa nikmat harga bersahabat;rasa nikmat harga bersahabat;['rasa', 'nikmat', 'harga', 'bersahabat'];['rasa', 'nikmat', 'harga', 'sahabat'];['rasa', 'nikmat', 'harga', 'sahabat'];rasa nikmat harga sahabat
326;Favorit steak;2 tahun lalu;0;favorit steak;favorit steak;['favorit', 'steak'];['favorit', 'steak'];['favorit', 'steak'];favorit steak
327;Makanan yang disajikan enak dan hangat;2 tahun lalu;0;makanan yang disajikan enak dan hangat;makanan yang disajikan enak dan hangat;['makanan', 'yang', 'disajikan', 'enak', 'dan', 'hangat'];['makan', 'yang', 'saji', 'enak', 'dan', 'hangat'];['makan', '', 'saji', 'enak', '', 'hangat'];makan saji enak hangat
328;Makan steak harga hemat rasa nikmat;3 tahun lalu;0;makan steak harga hemat rasa nikmat;makan steak harga hemat rasa nikmat;['makan', 'steak', 'harga', 'hemat', 'rasa', 'nikmat'];['makan', 'steak', 'harga', 'hemat', 'rasa', 'nikmat'];['makan', 'steak', 'harga', 'hemat', 'rasa', 'nikmat'];makan steak harga hemat rasa nikmat
329;Rasanya enak harga standar.;2 tahun lalu;0;rasanya enak harga standar.;rasanya enak harga standar ;['rasanya', 'enak', 'harga', 'standar'];['rasa', 'enak', 'harga', 'standar'];['rasa', 'enak', 'harga', 'standar'];rasa enak harga standar
330;enak. harganya juga murah;setahun yang lalu;0;enak. harganya juga murah;enak  harganya juga murah;['enak', 'harganya', 'juga', 'murah'];['enak', 'harga', 'juga', 'murah'];['enak', 'harga', '', 'murah'];enak harga murah
331;Lumayan di kelasnya rasanya.;setahun yang lalu;0;lumayan di kelasnya rasanya.;lumayan di kelasnya rasanya ;['lumayan', 'di', 'kelasnya', 'rasanya'];['lumayan', 'di', 'kelas', 'rasa'];['lumayan', '', 'kelas', 'rasa'];lumayan kelas rasa
332;Masakannya lezat;2 tahun lalu;0;masakannya lezat;masakannya lezat;['masakannya', 'lezat'];['masakan', 'lezat'];['masakan', 'lezat'];masakan lezat
333;Tempatnya nyaman, makanannya oke banget;2 tahun lalu;0;tempatnya nyaman, makanannya oke banget;tempatnya nyaman  makanannya oke banget;['tempatnya', 'nyaman', 'makanannya', 'oke', 'banget'];['tempat', 'nyaman', 'makan', 'oke', 'banget'];['tempat', 'nyaman', 'makan', 'oke', 'banget'];tempat nyaman makan oke banget
334;Menunya harus ditambah;setahun yang lalu;1;menunya harus ditambah;menunya harus ditambah;['menunya', 'harus', 'ditambah'];['menu', 'harus', 'tambah'];['menu', '', 'tambah'];menu tambah
335;Enak tetapi dagingnya tidak lembut;2 tahun lalu;1;enak tetapi dagingnya tidak lembut;enak tetapi dagingnya tidak lembut;['enak', 'tetapi', 'dagingnya', 'tidak', 'lembut'];['enak', 'tetapi', 'daging', 'tidak', 'lembut'];['enak', '', 'daging', 'tidak', 'lembut'];enak daging tidak lembut
336;Bagus tempatnya, enak juga. Pelayanan langsung;2 tahun lalu;0;bagus tempatnya, enak juga. pelayanan langsung;bagus tempatnya  enak juga  pelayanan langsung;['bagus', 'tempatnya', 'enak', 'juga', 'pelayanan', 'langsung'];['bagus', 'tempat', 'enak', 'juga', 'layan', 'langsung'];['bagus', 'tempat', 'enak', '', 'layan', 'langsung'];bagus tempat enak layan langsung
337;kurang doyan makan begitu;2 tahun lalu;1;kurang doyan makan begitu;kurang doyan makan begitu;['kurang', 'doyan', 'makan', 'begitu'];['kurang', 'doyan', 'makan', 'begitu'];['kurang', 'doyan', 'makan', ''];kurang doyan makan
338;Enak, murah dan tempatnya unik;setahun yang lalu;0;enak, murah dan tempatnya unik;enak  murah dan tempatnya unik;['enak', 'murah', 'dan', 'tempatnya', 'unik'];['enak', 'murah', 'dan', 'tempat', 'unik'];['enak', 'murah', '', 'tempat', 'unik'];enak murah tempat unik
339;Steaknya murah,enak dan tempatnya nyaman;2 tahun lalu;0;steaknya murah,enak dan tempatnya nyaman;steaknya murah enak dan tempatnya nyaman;['steaknya', 'murah', 'enak', 'dan', 'tempatnya', 'nyaman'];['steaknya', 'murah', 'enak', 'dan', 'tempat', 'nyaman'];['steaknya', 'murah', 'enak', '', 'tempat', 'nyaman'];steaknya murah enak tempat nyaman
340;Keras tepungnya. Bumbunya kurang pedas;2 tahun lalu;1;keras tepungnya. bumbunya kurang pedas;keras tepungnya  bumbunya kurang pedas;['keras', 'tepungnya', 'bumbunya', 'kurang', 'pedas'];['keras', 'tepung', 'bumbu', 'kurang', 'pedas'];['keras', 'tepung', 'bumbu', 'kurang', 'pedas'];keras tepung bumbu kurang pedas
341;Tempat bintang 5 harga kaki 5;3 tahun lalu;0;tempat bintang 5 harga kaki 5;tempat bintang  harga kaki ;['tempat', 'bintang', 'harga', 'kaki'];['tempat', 'bintang', 'harga', 'kaki'];['tempat', 'bintang', 'harga', 'kaki'];tempat bintang harga kaki
342;Tempat makan steak yang enak dan murah;2 tahun lalu;0;tempat makan steak yang enak dan murah;tempat makan steak yang enak dan murah;['tempat', 'makan', 'steak', 'yang', 'enak', 'dan', 'murah'];['tempat', 'makan', 'steak', 'yang', 'enak', 'dan', 'murah'];['tempat', 'makan', 'steak', '', 'enak', '', 'murah'];tempat makan steak enak murah
343;Selalu pesan yang dobel ;3 tahun lalu;0;selalu pesan yang dobel ;selalu pesan yang dobel ;['selalu', 'pesan', 'yang', 'dobel'];['selalu', 'pesan', 'yang', 'dobel'];['selalu', 'pesan', '', 'dobel'];selalu pesan dobel
344;Harga dan rasa mantap;setahun yang lalu;0;harga dan rasa mantap;harga dan rasa mantap;['harga', 'dan', 'rasa', 'mantap'];['harga', 'dan', 'rasa', 'mantap'];['harga', '', 'rasa', 'mantap'];harga rasa mantap
345;Makanannya enak dengan harga terjangkau;2 tahun lalu;0;makanannya enak dengan harga terjangkau;makanannya enak dengan harga terjangkau;['makanannya', 'enak', 'dengan', 'harga', 'terjangkau'];['makan', 'enak', 'dengan', 'harga', 'jangkau'];['makan', 'enak', '', 'harga', 'jangkau'];makan enak harga jangkau
346;Murah,  rasa biasa saja;2 tahun lalu;1;murah,  rasa biasa saja;murah   rasa biasa saja;['murah', 'rasa', 'biasa', 'saja'];['murah', 'rasa', 'biasa', 'saja'];['murah', 'rasa', 'biasa', ''];murah rasa biasa
347;Bagus, dan lumayan makanannya;2 tahun lalu;0;bagus, dan lumayan makanannya;bagus  dan lumayan makanannya;['bagus', 'dan', 'lumayan', 'makanannya'];['bagus', 'dan', 'lumayan', 'makan'];['bagus', '', 'lumayan', 'makan'];bagus lumayan makan
348;Steak murah dan enak;setahun yang lalu;0;steak murah dan enak;steak murah dan enak;['steak', 'murah', 'dan', 'enak'];['steak', 'murah', 'dan', 'enak'];['steak', 'murah', '', 'enak'];steak murah enak
349;Makanannya enak dengan harga terjangkau;2 tahun lalu;0;makanannya enak dengan harga terjangkau;makanannya enak dengan harga terjangkau;['makanannya', 'enak', 'dengan', 'harga', 'terjangkau'];['makan', 'enak', 'dengan', 'harga', 'jangkau'];['makan', 'enak', '', 'harga', 'jangkau'];makan enak harga jangkau
350;Tempat nyaman, makanan enak,;2 tahun lalu;0;tempat nyaman, makanan enak,;tempat nyaman  makanan enak ;['tempat', 'nyaman', 'makanan', 'enak'];['tempat', 'nyaman', 'makan', 'enak'];['tempat', 'nyaman', 'makan', 'enak'];tempat nyaman makan enak
351;enak dan murah meriah;2 tahun lalu;0;enak dan murah meriah;enak dan murah meriah;['enak', 'dan', 'murah', 'meriah'];['enak', 'dan', 'murah', 'riah'];['enak', '', 'murah', 'riah'];enak murah riah
352;Mantap tenderloin atau sirloinnya, renyah;2 tahun lalu;0;mantap tenderloin atau sirloinnya, renyah;mantap tenderloin atau sirloinnya  renyah;['mantap', 'tenderloin', 'atau', 'sirloinnya', 'renyah'];['mantap', 'tenderloin', 'atau', 'sirloinnya', 'renyah'];['mantap', 'tenderloin', '', 'sirloinnya', 'renyah'];mantap tenderloin sirloinnya renyah
353;Makanannya enak murah juga;2 tahun lalu;0;makanannya enak murah juga;makanannya enak murah juga;['makanannya', 'enak', 'murah', 'juga'];['makan', 'enak', 'murah', 'juga'];['makan', 'enak', 'murah', ''];makan enak murah
354;Kelezatan luar biasa;2 tahun lalu;0;kelezatan luar biasa;kelezatan luar biasa;['kelezatan', 'luar', 'biasa'];['lezat', 'luar', 'biasa'];['lezat', 'luar', 'biasa'];lezat luar biasa
355;Sangat enak makanannya;2 tahun lalu;0;sangat enak makanannya;sangat enak makanannya;['sangat', 'enak', 'makanannya'];['sangat', 'enak', 'makan'];['sangat', 'enak', 'makan'];sangat enak makan
356;Steak enak;2 tahun lalu;0;steak enak;steak enak;['steak', 'enak'];['steak', 'enak'];['steak', 'enak'];steak enak
357;lumayan enak makanannya;2 tahun lalu;0;lumayan enak makanannya;lumayan enak makanannya;['lumayan', 'enak', 'makanannya'];['lumayan', 'enak', 'makan'];['lumayan', 'enak', 'makan'];lumayan enak makan
358;Steak juara;2 tahun lalu;0;steak juara;steak juara;['steak', 'juara'];['steak', 'juara'];['steak', 'juara'];steak juara
359;Enak, dan yang pasti murah;2 tahun lalu;0;enak, dan yang pasti murah;enak  dan yang pasti murah;['enak', 'dan', 'yang', 'pasti', 'murah'];['enak', 'dan', 'yang', 'pasti', 'murah'];['enak', '', '', '', 'murah'];enak murah
360;Steak enak dengan harga terjangkau ;2 tahun lalu;0;steak enak dengan harga terjangkau ;steak enak dengan harga terjangkau ;['steak', 'enak', 'dengan', 'harga', 'terjangkau'];['steak', 'enak', 'dengan', 'harga', 'jangkau'];['steak', 'enak', '', 'harga', 'jangkau'];steak enak harga jangkau
361;Kurang enak steaknya;2 tahun lalu;1;kurang enak steaknya;kurang enak steaknya;['kurang', 'enak', 'steaknya'];['kurang', 'enak', 'steaknya'];['kurang', 'enak', 'steaknya'];kurang enak steaknya
362;Makanan enak. Harga bersaing;2 tahun lalu;0;makanan enak. harga bersaing;makanan enak  harga bersaing;['makanan', 'enak', 'harga', 'bersaing'];['makan', 'enak', 'harga', 'saing'];['makan', 'enak', 'harga', 'saing'];makan enak harga saing
363;Murah enak, tempat resik;2 tahun lalu;0;murah enak, tempat resik;murah enak  tempat resik;['murah', 'enak', 'tempat', 'resik'];['murah', 'enak', 'tempat', 'resik'];['murah', 'enak', 'tempat', 'resik'];murah enak tempat resik
364;Steaknya lumayan enak dan harganya juga terjangkau;3 tahun lalu;0;steaknya lumayan enak dan harganya juga terjangkau;steaknya lumayan enak dan harganya juga terjangkau;['steaknya', 'lumayan', 'enak', 'dan', 'harganya', 'juga', 'terjangkau'];['steaknya', 'lumayan', 'enak', 'dan', 'harga', 'juga', 'jangkau'];['steaknya', 'lumayan', 'enak', '', 'harga', '', 'jangkau'];steaknya lumayan enak harga jangkau
365;steak favorit;2 tahun lalu;0;steak favorit;steak favorit;['steak', 'favorit'];['steak', 'favorit'];['steak', 'favorit'];steak favorit
366;Enak pasti ketagihan......;2 tahun lalu;0;enak pasti ketagihan......;enak pasti ketagihan      ;['enak', 'pasti', 'ketagihan'];['enak', 'pasti', 'tagih'];['enak', '', 'tagih'];enak tagih
367;Steaknya enak, favorit, murah lagi.;2 tahun lalu;0;steaknya enak, favorit, murah lagi.;steaknya enak  favorit  murah lagi ;['steaknya', 'enak', 'favorit', 'murah', 'lagi'];['steaknya', 'enak', 'favorit', 'murah', 'lagi'];['steaknya', 'enak', 'favorit', 'murah', ''];steaknya enak favorit murah
368;Steak murah dan enak;2 tahun lalu;0;steak murah dan enak;steak murah dan enak;['steak', 'murah', 'dan', 'enak'];['steak', 'murah', 'dan', 'enak'];['steak', 'murah', '', 'enak'];steak murah enak
369;Enak dan murah steaknya;2 tahun lalu;0;enak dan murah steaknya;enak dan murah steaknya;['enak', 'dan', 'murah', 'steaknya'];['enak', 'dan', 'murah', 'steaknya'];['enak', '', 'murah', 'steaknya'];enak murah steaknya
370;Tempat cukup nyaman, makanannya pun enak;2 tahun lalu;0;tempat cukup nyaman, makanannya pun enak;tempat cukup nyaman  makanannya pun enak;['tempat', 'cukup', 'nyaman', 'makanannya', 'pun', 'enak'];['tempat', 'cukup', 'nyaman', 'makan', 'pun', 'enak'];['tempat', 'cukup', 'nyaman', 'makan', '', 'enak'];tempat cukup nyaman makan enak
371;Steaknya enak tempatnya sepi;2 tahun lalu;0;steaknya enak tempatnya sepi;steaknya enak tempatnya sepi;['steaknya', 'enak', 'tempatnya', 'sepi'];['steaknya', 'enak', 'tempat', 'sepi'];['steaknya', 'enak', 'tempat', 'sepi'];steaknya enak tempat sepi
372;Harga terjangkau,enak,nyaman;2 tahun lalu;0;harga terjangkau,enak,nyaman;harga terjangkau enak nyaman;['harga', 'terjangkau', 'enak', 'nyaman'];['harga', 'jangkau', 'enak', 'nyaman'];['harga', 'jangkau', 'enak', 'nyaman'];harga jangkau enak nyaman
373;harga Biasa Rasa Luar biasa;2 tahun lalu;0;harga biasa rasa luar biasa;harga biasa rasa luar biasa;['harga', 'biasa', 'rasa', 'luar', 'biasa'];['harga', 'biasa', 'rasa', 'luar', 'biasa'];['harga', 'biasa', 'rasa', 'luar', 'biasa'];harga biasa rasa luar biasa
374;Steak yang renyah lumayan enak.;2 tahun lalu;0;steak yang renyah lumayan enak.;steak yang renyah lumayan enak ;['steak', 'yang', 'renyah', 'lumayan', 'enak'];['steak', 'yang', 'renyah', 'lumayan', 'enak'];['steak', '', 'renyah', 'lumayan', 'enak'];steak renyah lumayan enak
375;Favorit steak;2 tahun lalu;0;favorit steak;favorit steak;['favorit', 'steak'];['favorit', 'steak'];['favorit', 'steak'];favorit steak
376;Enak dan murah tentunya;3 tahun lalu;0;enak dan murah tentunya;enak dan murah tentunya;['enak', 'dan', 'murah', 'tentunya'];['enak', 'dan', 'murah', 'tentu'];['enak', '', 'murah', ''];enak murah
377;Cita rasanya lumayan enak;3 tahun lalu;0;cita rasanya lumayan enak;cita rasanya lumayan enak;['cita', 'rasanya', 'lumayan', 'enak'];['cita', 'rasa', 'lumayan', 'enak'];['cita', 'rasa', 'lumayan', 'enak'];cita rasa lumayan enak
378;Steaknya enak, dan dilengkapi wifi.;3 tahun lalu;0;steaknya enak, dan dilengkapi wifi.;steaknya enak  dan dilengkapi wifi ;['steaknya', 'enak', 'dan', 'dilengkapi', 'wifi'];['steaknya', 'enak', 'dan', 'lengkap', 'wifi'];['steaknya', 'enak', '', 'lengkap', 'wifi'];steaknya enak lengkap wifi
379;Tepung dikasih daging;2 tahun lalu;1;tepung dikasih daging;tepung dikasih daging;['tepung', 'dikasih', 'daging'];['tepung', 'kasih', 'daging'];['tepung', 'kasih', 'daging'];tepung kasih daging
380;Respons cepat, santai dan menu makanan lezat;3 tahun lalu;0;respons cepat, santai dan menu makanan lezat;respons cepat  santai dan menu makanan lezat;['respons', 'cepat', 'santai', 'dan', 'menu', 'makanan', 'lezat'];['respons', 'cepat', 'santai', 'dan', 'menu', 'makan', 'lezat'];['respons', 'cepat', 'santai', '', 'menu', 'makan', 'lezat'];respons cepat santai menu makan lezat
381;Enak, murah;3 tahun lalu;0;enak, murah;enak  murah;['enak', 'murah'];['enak', 'murah'];['enak', 'murah'];enak murah
382;Lumayan sebanding dengan harga;2 tahun lalu;0;lumayan sebanding dengan harga;lumayan sebanding dengan harga;['lumayan', 'sebanding', 'dengan', 'harga'];['lumayan', 'banding', 'dengan', 'harga'];['lumayan', 'banding', '', 'harga'];lumayan banding harga
383;Makanan sangat enak harganya murah;3 tahun lalu;0;makanan sangat enak harganya murah;makanan sangat enak harganya murah;['makanan', 'sangat', 'enak', 'harganya', 'murah'];['makan', 'sangat', 'enak', 'harga', 'murah'];['makan', 'sangat', 'enak', 'harga', 'murah'];makan sangat enak harga murah
384;Tempat dan makanannya enak...;3 tahun lalu;0;tempat dan makanannya enak...;tempat dan makanannya enak   ;['tempat', 'dan', 'makanannya', 'enak'];['tempat', 'dan', 'makan', 'enak'];['tempat', '', 'makan', 'enak'];tempat makan enak
385;Pelayanan lambat,  rasa biasa saja;3 tahun lalu;1;pelayanan lambat,  rasa biasa saja;pelayanan lambat   rasa biasa saja;['pelayanan', 'lambat', 'rasa', 'biasa', 'saja'];['layan', 'lambat', 'rasa', 'biasa', 'saja'];['layan', 'lambat', 'rasa', 'biasa', ''];layan lambat rasa biasa
386;Steak murah rasa bintang lima;3 tahun lalu;0;steak murah rasa bintang lima;steak murah rasa bintang lima;['steak', 'murah', 'rasa', 'bintang', 'lima'];['steak', 'murah', 'rasa', 'bintang', 'lima'];['steak', 'murah', 'rasa', 'bintang', 'lima'];steak murah rasa bintang lima
387;Steaknya enak;3 tahun lalu;0;steaknya enak;steaknya enak;['steaknya', 'enak'];['steaknya', 'enak'];['steaknya', 'enak'];steaknya enak
388;Lumayan enak dan murah;3 tahun lalu;0;lumayan enak dan murah;lumayan enak dan murah;['lumayan', 'enak', 'dan', 'murah'];['lumayan', 'enak', 'dan', 'murah'];['lumayan', 'enak', '', 'murah'];lumayan enak murah
389;Baik, terjangkau, enak, cocok untuk kumpul.;3 tahun lalu;0;baik, terjangkau, enak, cocok untuk kumpul.;baik  terjangkau  enak  cocok untuk kumpul ;['baik', 'terjangkau', 'enak', 'cocok', 'untuk', 'kumpul'];['baik', 'jangkau', 'enak', 'cocok', 'untuk', 'kumpul'];['baik', 'jangkau', 'enak', 'cocok', '', 'kumpul'];baik jangkau enak cocok kumpul
390;Enak steaknya.Lezat;3 tahun lalu;0;enak steaknya.lezat;enak steaknya lezat;['enak', 'steaknya', 'lezat'];['enak', 'steaknya', 'lezat'];['enak', 'steaknya', 'lezat'];enak steaknya lezat
391;Steaknya;4 tahun lalu;0;steaknya;steaknya;['steaknya'];['steaknya'];['steaknya'];steaknya
392;Area duduk luas, semua di luar ruangan dan tidak menggunakan pendingin ruangan, sehingga aman untuk makan di tempat saat pandemi COVID-19. Rasa makanan oke. Harga cukup murah. Pelayanan baik. Tempat parkir cukup luas.;seminggu yang lalu;0;area duduk luas, semua di luar ruangan dan tidak menggunakan pendingin ruangan, sehingga aman untuk makan di tempat saat pandemi covid-19. rasa makanan oke. harga cukup murah. pelayanan baik. tempat parkir cukup luas.;area duduk luas  semua di luar ruangan dan tidak menggunakan pendingin ruangan  sehingga aman untuk makan di tempat saat pandemi covid   rasa makanan oke  harga cukup murah  pelayanan baik  tempat parkir cukup luas ;['area', 'duduk', 'luas', 'semua', 'di', 'luar', 'ruangan', 'dan', 'tidak', 'menggunakan', 'pendingin', 'ruangan', 'sehingga', 'aman', 'untuk', 'makan', 'di', 'tempat', 'saat', 'pandemi', 'covid', 'rasa', 'makanan', 'oke', 'harga', 'cukup', 'murah', 'pelayanan', 'baik', 'tempat', 'parkir', 'cukup', 'luas'];['area', 'duduk', 'luas', 'semua', 'di', 'luar', 'ruang', 'dan', 'tidak', 'guna', 'dingin', 'ruang', 'sehingga', 'aman', 'untuk', 'makan', 'di', 'tempat', 'saat', 'pandemi', 'covid', 'rasa', 'makan', 'oke', 'harga', 'cukup', 'murah', 'layan', 'baik', 'tempat', 'parkir', 'cukup', 'luas'];['area', 'duduk', 'luas', 'semua', '', 'luar', 'ruang', '', 'tidak', '', 'dingin', 'ruang', '', 'aman', '', 'makan', '', 'tempat', '', 'pandemi', 'covid', 'rasa', 'makan', 'oke', 'harga', 'cukup', 'murah', 'layan', 'baik', 'tempat', 'parkir', 'cukup', 'luas'];area duduk luas semua luar ruang tidak dingin ruang aman makan tempat pandemi covid rasa makan oke harga cukup murah layan baik tempat parkir cukup luas
393;Rasanya enak, tetapi tepunya tebal pol .. ;6 bulan lalu;1;rasanya enak, tetapi tepunya tebal pol .. ;rasanya enak  tetapi tepunya tebal pol    ;['rasanya', 'enak', 'tetapi', 'tepunya', 'tebal', 'pol'];['rasa', 'enak', 'tetapi', 'tepu', 'tebal', 'pol'];['rasa', 'enak', '', 'tepu', 'tebal', 'pol'];rasa enak tepu tebal pol
394;Steak bagus;2 hari yang lalu;0;steak bagus;steak bagus;['steak', 'bagus'];['steak', 'bagus'];['steak', 'bagus'];steak bagus
395;Tidak dianjurkan untuk steak renyahnya. Datang ke sini pada waktu makan siang jadi dapat dimengerti jika makanan sedikit lama untuk disajikan. Jika kamu mencari steak murah, kamu dapat mencoba tempat ini  ;8 bulan lalu;1;tidak dianjurkan untuk steak renyahnya. datang ke sini pada waktu makan siang jadi dapat dimengerti jika makanan sedikit lama untuk disajikan. jika kamu mencari steak murah, kamu dapat mencoba tempat ini  ;tidak dianjurkan untuk steak renyahnya  datang ke sini pada waktu makan siang jadi dapat dimengerti jika makanan sedikit lama untuk disajikan  jika kamu mencari steak murah  kamu dapat mencoba tempat ini  ;['tidak', 'dianjurkan', 'untuk', 'steak', 'renyahnya', 'datang', 'ke', 'sini', 'pada', 'waktu', 'makan', 'siang', 'jadi', 'dapat', 'dimengerti', 'jika', 'makanan', 'sedikit', 'lama', 'untuk', 'disajikan', 'jika', 'kamu', 'mencari', 'steak', 'murah', 'kamu', 'dapat', 'mencoba', 'tempat', 'ini'];['tidak', 'anjur', 'untuk', 'steak', 'renyah', 'datang', 'ke', 'sini', 'pada', 'waktu', 'makan', 'siang', 'jadi', 'dapat', 'erti', 'jika', 'makan', 'sedikit', 'lama', 'untuk', 'saji', 'jika', 'kamu', 'cari', 'steak', 'murah', 'kamu', 'dapat', 'coba', 'tempat', 'ini'];['tidak', 'anjur', '', 'steak', 'renyah', 'datang', '', 'sini', '', 'waktu', 'makan', 'siang', 'jadi', '', 'erti', '', 'makan', 'sedikit', 'lama', '', 'saji', '', 'kamu', 'cari', 'steak', 'murah', 'kamu', '', 'coba', 'tempat', ''];tidak anjur steak renyah datang sini waktu makan siang jadi erti makan sedikit lama saji kamu cari steak murah kamu coba tempat
396;makanan enak tempat makan enak  ;sebulan yang lalu;0;makanan enak tempat makan enak  ;makanan enak tempat makan enak  ;['makanan', 'enak', 'tempat', 'makan', 'enak'];['makan', 'enak', 'tempat', 'makan', 'enak'];['makan', 'enak', 'tempat', 'makan', 'enak'];makan enak tempat makan enak
397;orang-orang cirebon menyukai tempat ini. Tetapi itu jauh dari yang anda harapkan. tetapi, setidaknya mereka memberi anda jenis hidangan baru yang disukai cirebon. Juga, mereka memiliki wifi ;9 bulan lalu;1;orang-orang cirebon menyukai tempat ini. tetapi itu jauh dari yang anda harapkan. tetapi, setidaknya mereka memberi anda jenis hidangan baru yang disukai cirebon. juga, mereka memiliki wifi ;orang orang cirebon menyukai tempat ini  tetapi itu jauh dari yang anda harapkan  tetapi  setidaknya mereka memberi anda jenis hidangan baru yang disukai cirebon  juga  mereka memiliki wifi ;['orang', 'orang', 'cirebon', 'menyukai', 'tempat', 'ini', 'tetapi', 'itu', 'jauh', 'dari', 'yang', 'anda', 'harapkan', 'tetapi', 'setidaknya', 'mereka', 'memberi', 'anda', 'jenis', 'hidangan', 'baru', 'yang', 'disukai', 'cirebon', 'juga', 'mereka', 'memiliki', 'wifi'];['orang', 'orang', 'cirebon', 'suka', 'tempat', 'ini', 'tetapi', 'itu', 'jauh', 'dari', 'yang', 'anda', 'harap', 'tetapi', 'tidak', 'mereka', 'beri', 'anda', 'jenis', 'hidang', 'baru', 'yang', 'suka', 'cirebon', 'juga', 'mereka', 'milik', 'wifi'];['orang', 'orang', 'cirebon', 'suka', 'tempat', '', '', '', 'jauh', '', '', '', 'harap', '', 'tidak', '', 'beri', '', 'jenis', 'hidang', 'baru', '', 'suka', 'cirebon', '', '', 'milik', 'wifi'];orang orang cirebon suka tempat jauh harap tidak beri jenis hidang baru suka cirebon milik wifi
398;Rasa murah dan umum;10 bulan lalu;1;rasa murah dan umum;rasa murah dan umum;['rasa', 'murah', 'dan', 'umum'];['rasa', 'murah', 'dan', 'umum'];['rasa', 'murah', '', 'umum'];rasa murah umum
399; Terdapat menu baru fish steak;setahun yang lalu;0; terdapat menu baru fish steak; terdapat menu baru fish steak;['terdapat', 'menu', 'baru', 'fish', 'steak'];['dapat', 'menu', 'baru', 'fish', 'steak'];['', 'menu', 'baru', 'fish', 'steak'];menu baru fish steak
